वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
श्रीमति कांति सिंह,https://hi.wikipedia.org/wiki/श्रीमति_कांति_सिंह,No,No,No,No,No,No,No,No,0
लक्ष्मीकांत बेर्डे,https://hi.wikipedia.org/wiki/लक्ष्मीकांत_बेर्डे,Yes,No,No,No,No,No,No,No,4
कुनाल करण कपूर,https://hi.wikipedia.org/wiki/कुनाल_करण_कपूर,Yes,No,No,No,No,No,No,No,2
राजेश अग्रवाल,https://hi.wikipedia.org/wiki/राजेश_अग्रवाल,No,No,No,No,No,No,No,No,0
माइकल बे,https://hi.wikipedia.org/wiki/माइकल_बे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
महेश एलकुंचवार,https://hi.wikipedia.org/wiki/महेश_एलकुंचवार,Yes,No,No,No,No,No,No,No,3
एरिक एमर्सन श्मिट,https://hi.wikipedia.org/wiki/एरिक_एमर्सन_श्मिट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
रणदीप हुड्डा,https://hi.wikipedia.org/wiki/रणदीप_हुड्डा,Yes,No,Yes,No,Yes,No,No,Yes,18
शरत पुजारी,https://hi.wikipedia.org/wiki/शरत_पुजारी,Yes,No,No,No,Yes,No,No,No,6
शकुंतला देवी,https://hi.wikipedia.org/wiki/शकुंतला_देवी,Yes,No,No,No,No,No,No,No,2
नीरजा माथुर,https://hi.wikipedia.org/wiki/नीरजा_माथुर,No,No,No,No,No,No,No,No,0
शमा जैन,https://hi.wikipedia.org/wiki/शमा_जैन,Yes,No,No,No,No,No,No,No,2
सुरेश मेहता,https://hi.wikipedia.org/wiki/सुरेश_मेहता,Yes,No,No,No,No,No,No,No,4
अब्दुल मजीद ख्वाजा,https://hi.wikipedia.org/wiki/अब्दुल_मजीद_ख्वाजा,Yes,No,No,No,No,No,No,No,1
बी पी सिन्हा,https://hi.wikipedia.org/wiki/बी_पी_सिन्हा,Yes,No,No,No,No,No,No,No,2
सोहनलाल वाल्मीक,https://hi.wikipedia.org/wiki/सोहनलाल_वाल्मीक,Yes,No,No,No,No,No,No,No,1
अल्फोन्स कन्ननथनम,https://hi.wikipedia.org/wiki/अल्फोन्स_कन्ननथनम,Yes,No,No,No,No,No,No,No,2
हंसिका मोटवानी,https://hi.wikipedia.org/wiki/हंसिका_मोटवानी,Yes,No,Yes,Yes,No,No,No,Yes,25
झरना दास बैद्य,https://hi.wikipedia.org/wiki/झरना_दास_बैद्य,No,No,No,No,No,No,No,No,0
यूसुफ हबीबी,https://hi.wikipedia.org/wiki/यूसुफ_हबीबी,Yes,Yes,Yes,Yes,Yes,No,Yes,No,47
विवेक मूर्ति,https://hi.wikipedia.org/wiki/विवेक_मूर्ति,Yes,Yes,No,No,No,No,No,No,7
अंजू बॉबी जॉर्ज,https://hi.wikipedia.org/wiki/अंजू_बॉबी_जॉर्ज,Yes,Yes,Yes,Yes,Yes,Yes,No,No,20
मनप्रीत सिंह,https://hi.wikipedia.org/wiki/मनप्रीत_सिंह,Yes,No,No,No,No,No,No,No,1
अजित नारायण हक्सर,https://hi.wikipedia.org/wiki/अजित_नारायण_हक्सर,Yes,No,No,No,No,No,No,No,1
कान सिंह परिहार,https://hi.wikipedia.org/wiki/कान_सिंह_परिहार,Yes,No,No,No,No,No,No,No,1
आनन्‍द सिंह कुंवर,https://hi.wikipedia.org/wiki/आनन्‍द_सिंह_कुंवर,No,No,No,No,No,No,No,No,0
मोहम्मद अमिन भट,https://hi.wikipedia.org/wiki/मोहम्मद_अमिन_भट,No,No,No,No,No,No,No,No,0
राजेश यादव,https://hi.wikipedia.org/wiki/राजेश_यादव,No,No,No,No,No,No,No,No,0
रागिनी द्विवेदी,https://hi.wikipedia.org/wiki/रागिनी_द्विवेदी,Yes,No,No,No,No,No,No,Yes,5
दिपेन्द्र चौधरी,https://hi.wikipedia.org/wiki/दिपेन्द्र_चौधरी,Yes,No,No,No,No,No,No,No,3
सैयद शहाबुद्दीन सल्फ़ी फिरदौसी,https://hi.wikipedia.org/wiki/सैयद_शहाबुद्दीन_सल्फ़ी_फिरदौसी,Yes,No,No,No,No,No,Yes,Yes,3
रागिनी खन्ना,https://hi.wikipedia.org/wiki/रागिनी_खन्ना,Yes,No,No,No,No,No,No,Yes,8
राजकुमार धूत,https://hi.wikipedia.org/wiki/राजकुमार_धूत,No,No,No,No,No,No,No,No,0
बृज बिहारी चौबे,https://hi.wikipedia.org/wiki/बृज_बिहारी_चौबे,Yes,No,No,No,No,No,No,No,1
आलोक भट्टाचार्जी,https://hi.wikipedia.org/wiki/आलोक_भट्टाचार्जी,Yes,No,No,No,No,No,No,No,1
संगोली रायण्णा,https://hi.wikipedia.org/wiki/संगोली_रायण्णा,Yes,No,No,No,No,No,No,No,5
कैथरीन रेमोंट,https://hi.wikipedia.org/wiki/कैथरीन_रेमोंट,Yes,No,No,No,No,No,No,No,1
मौ0 अलीम खां,https://hi.wikipedia.org/wiki/मौ0_अलीम_खां,No,No,No,No,No,No,No,No,0
जैकी श्रॉफ,https://hi.wikipedia.org/wiki/जैकी_श्रॉफ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60
सी॰एन॰ जयदेवन,https://hi.wikipedia.org/wiki/सी॰एन॰_जयदेवन,Yes,No,No,No,No,No,No,No,3
योनास ब्योर्कमैन,https://hi.wikipedia.org/wiki/योनास_ब्योर्कमैन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
वेंकैया नायडू,https://hi.wikipedia.org/wiki/वेंकैया_नायडू,Yes,No,Yes,No,Yes,Yes,No,Yes,21
हरीश सालवे,https://hi.wikipedia.org/wiki/हरीश_सालवे,Yes,No,No,No,No,No,No,No,3
रिचर्ड लेवी,https://hi.wikipedia.org/wiki/रिचर्ड_लेवी,Yes,No,No,No,No,No,No,No,3
मोहन चोटी,https://hi.wikipedia.org/wiki/मोहन_चोटी,Yes,No,No,No,No,No,No,No,2
गंगोत्री कुजूर,https://hi.wikipedia.org/wiki/गंगोत्री_कुजूर,No,No,No,No,No,No,No,No,0
अरशदुल कादरी,https://hi.wikipedia.org/wiki/अरशदुल_कादरी,Yes,No,No,No,No,No,No,Yes,2
ज़मीर उद्दीन शाह,https://hi.wikipedia.org/wiki/ज़मीर_उद्दीन_शाह,Yes,No,No,No,No,No,No,No,2
प्रियंका गांधी,https://hi.wikipedia.org/wiki/प्रियंका_गांधी,Yes,Yes,Yes,No,No,Yes,No,Yes,19
अब्दुल ग़फ़ूर ख़ान होती,https://hi.wikipedia.org/wiki/अब्दुल_ग़फ़ूर_ख़ान_होती,No,No,No,No,No,No,No,No,0
फ़ेला कुटी,https://hi.wikipedia.org/wiki/फ़ेला_कुटी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,33
ब्रिटनी मर्फी,https://hi.wikipedia.org/wiki/ब्रिटनी_मर्फी,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58
मेल गिब्सन,https://hi.wikipedia.org/wiki/मेल_गिब्सन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,92
अवेश खान,https://hi.wikipedia.org/wiki/अवेश_खान,Yes,No,No,No,No,No,No,No,1
तरसेम सिंह,https://hi.wikipedia.org/wiki/तरसेम_सिंह,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
रामनाथन कृष्णन्,https://hi.wikipedia.org/wiki/रामनाथन_कृष्णन्,Yes,No,Yes,Yes,No,No,No,No,14
किम डे-जुंग,https://hi.wikipedia.org/wiki/किम_डे-जुंग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,75
रंजीत गुहा,https://hi.wikipedia.org/wiki/रंजीत_गुहा,Yes,Yes,No,No,Yes,No,No,No,6
सरताज सिंह,https://hi.wikipedia.org/wiki/सरताज_सिंह,Yes,No,No,No,No,No,No,No,1
सन्‍तराम कुशवाहा,https://hi.wikipedia.org/wiki/सन्‍तराम_कुशवाहा,No,No,No,No,No,No,No,No,0
मुहम्मद याक़ूब अली,https://hi.wikipedia.org/wiki/मुहम्मद_याक़ूब_अली,Yes,No,No,No,No,No,No,Yes,2
ख़्वाजा बंदे नवाज़,https://hi.wikipedia.org/wiki/ख़्वाजा_बंदे_नवाज़,Yes,No,No,No,No,No,No,Yes,6
अरुण सुभाषचन्द्र यादव,https://hi.wikipedia.org/wiki/अरुण_सुभाषचन्द्र_यादव,Yes,No,No,No,No,No,No,No,1
असलम रियाज हुसैन,https://hi.wikipedia.org/wiki/असलम_रियाज_हुसैन,No,No,No,No,No,No,No,No,0
फूलचंद मंडल,https://hi.wikipedia.org/wiki/फूलचंद_मंडल,No,No,No,No,No,No,No,No,0
राहुल रॉय,https://hi.wikipedia.org/wiki/राहुल_रॉय,Yes,No,No,No,No,No,No,No,4
निम्रत कौर,https://hi.wikipedia.org/wiki/निम्रत_कौर,Yes,Yes,Yes,No,No,No,No,No,19
नरहरि परीख,https://hi.wikipedia.org/wiki/नरहरि_परीख,Yes,No,No,No,No,No,No,No,3
डॉ॰ सुभाष राय,https://hi.wikipedia.org/wiki/डॉ॰_सुभाष_राय,No,No,No,No,No,No,No,No,0
आलोक कुमार शाक्‍य,https://hi.wikipedia.org/wiki/आलोक_कुमार_शाक्‍य,No,No,No,No,No,No,No,No,0
विजय बहादुर सिंह,https://hi.wikipedia.org/wiki/विजय_बहादुर_सिंह,No,No,No,No,No,No,No,No,0
टिम ओब्रायन,https://hi.wikipedia.org/wiki/टिम_ओब्रायन,Yes,Yes,Yes,Yes,Yes,Yes,No,No,14
सी एस कर्णन,https://hi.wikipedia.org/wiki/सी_एस_कर्णन,Yes,No,No,No,No,No,No,No,3
मुकेश्वर चुन्नी,https://hi.wikipedia.org/wiki/मुकेश्वर_चुन्नी,No,No,Yes,No,No,No,No,No,1
अजित बरुवा,https://hi.wikipedia.org/wiki/अजित_बरुवा,No,No,No,No,No,No,No,No,2
नरेश मेहता,https://hi.wikipedia.org/wiki/नरेश_मेहता,Yes,No,No,No,No,No,No,No,6
सैम वॉल्टन,https://hi.wikipedia.org/wiki/सैम_वॉल्टन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,35
दीना तलात,https://hi.wikipedia.org/wiki/दीना_तलात,Yes,No,Yes,No,No,No,No,No,5
सुशील क्षेत्री,https://hi.wikipedia.org/wiki/सुशील_क्षेत्री,Yes,No,Yes,No,No,No,No,No,6
वसीम अब्बास,https://hi.wikipedia.org/wiki/वसीम_अब्बास,Yes,No,No,No,No,No,No,Yes,2
अजीत सिंह कोहड़,https://hi.wikipedia.org/wiki/अजीत_सिंह_कोहड़,No,No,No,No,No,No,No,No,0
किलारी आनंद पॉल,https://hi.wikipedia.org/wiki/किलारी_आनंद_पॉल,Yes,No,No,No,No,No,No,No,2
मोहिंदर अमरनाथ,https://hi.wikipedia.org/wiki/मोहिंदर_अमरनाथ,Yes,No,No,No,No,No,No,Yes,11
विवेक शौक,https://hi.wikipedia.org/wiki/विवेक_शौक,Yes,No,No,No,No,No,Yes,No,3
अली यूसुफ अली,https://hi.wikipedia.org/wiki/अली_यूसुफ_अली,No,No,No,No,No,No,No,No,0
संगीत सिंह सोम,https://hi.wikipedia.org/wiki/संगीत_सिंह_सोम,Yes,No,No,No,No,No,No,No,1
नताली पोर्टमैन,https://hi.wikipedia.org/wiki/नताली_पोर्टमैन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,103
रामसरन,https://hi.wikipedia.org/wiki/रामसरन,No,No,No,No,No,No,No,No,0
लक्ष्मण टुडू,https://hi.wikipedia.org/wiki/लक्ष्मण_टुडू,No,No,No,No,No,No,No,No,0
कीर्तिवर्धन सिंह,https://hi.wikipedia.org/wiki/कीर्तिवर्धन_सिंह,Yes,No,No,No,No,No,No,No,1
जयाप्रभा,https://hi.wikipedia.org/wiki/जयाप्रभा,Yes,No,No,No,No,No,No,Yes,3
चेवांग रिंचेन,https://hi.wikipedia.org/wiki/चेवांग_रिंचेन,Yes,No,No,No,No,No,No,No,1
श्रीपाद पिनाकपाणि,https://hi.wikipedia.org/wiki/श्रीपाद_पिनाकपाणि,Yes,No,No,No,No,No,No,No,5
मुथैया मुरलीधरन,https://hi.wikipedia.org/wiki/मुथैया_मुरलीधरन,Yes,Yes,Yes,Yes,No,Yes,No,No,22
कांतिलाल भूरिया,https://hi.wikipedia.org/wiki/कांतिलाल_भूरिया,Yes,No,No,No,No,No,No,No,3
ऐनी,https://hi.wikipedia.org/wiki/ऐनी,No,No,No,No,No,No,No,No,0
नारायण जगदीसन,https://hi.wikipedia.org/wiki/नारायण_जगदीसन,Yes,No,No,No,No,No,No,No,1
सर्बानन्द सोणोवाल,https://hi.wikipedia.org/wiki/सर्बानन्द_सोणोवाल,Yes,Yes,No,No,No,No,No,Yes,11
आदित्य पंचोली,https://hi.wikipedia.org/wiki/आदित्य_पंचोली,Yes,No,Yes,No,No,No,No,Yes,11
बेंजामिन डिसरायली,https://hi.wikipedia.org/wiki/बेंजामिन_डिसरायली,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
आग़ा ख़ाँ चतुर्थ,https://hi.wikipedia.org/wiki/आग़ा_ख़ाँ_चतुर्थ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32
कमर रहमान,https://hi.wikipedia.org/wiki/कमर_रहमान,Yes,Yes,No,No,No,No,No,No,3
अलेना तिल्की,https://hi.wikipedia.org/wiki/अलेना_तिल्की,Yes,Yes,No,No,No,No,No,No,11
इमारती देवी,https://hi.wikipedia.org/wiki/इमारती_देवी,Yes,No,No,No,No,No,No,No,1
रुमेली धर,https://hi.wikipedia.org/wiki/रुमेली_धर,Yes,No,No,No,No,No,No,No,4
आरिफ बनगश,https://hi.wikipedia.org/wiki/आरिफ_बनगश,No,No,No,No,No,No,No,No,0
डीजे एएम,https://hi.wikipedia.org/wiki/डीजे_एएम,Yes,Yes,Yes,Yes,Yes,No,Yes,No,11
सत्येन्द्र नारायण सिन्हा,https://hi.wikipedia.org/wiki/सत्येन्द्र_नारायण_सिन्हा,Yes,No,No,No,No,No,No,No,1
अजीत कौर,https://hi.wikipedia.org/wiki/अजीत_कौर,Yes,No,No,No,No,No,No,No,7
तुलसी मुंडा,https://hi.wikipedia.org/wiki/तुलसी_मुंडा,Yes,No,No,No,No,No,No,No,6
अश्वनी कुमार,https://hi.wikipedia.org/wiki/अश्वनी_कुमार,Yes,No,No,No,No,No,No,No,3
भूषण कुमार,https://hi.wikipedia.org/wiki/भूषण_कुमार,Yes,No,No,No,No,No,No,No,3
लक्ष्मण सिंह (स्काउटिंग),https://hi.wikipedia.org/wiki/लक्ष्मण_सिंह_(स्काउटिंग),Yes,No,No,No,No,No,No,No,1
हैन्स क्रिश्चियन ओर्स्टेड,https://hi.wikipedia.org/wiki/हैन्स_क्रिश्चियन_ओर्स्टेड,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,81
बृज लाल,https://hi.wikipedia.org/wiki/बृज_लाल,Yes,No,No,No,No,No,No,No,1
के॰आर॰पी॰ प्रभाकरन,https://hi.wikipedia.org/wiki/के॰आर॰पी॰_प्रभाकरन,Yes,No,No,No,No,No,No,No,1
मीर अकबर अली खान सिकंदर जाह,https://hi.wikipedia.org/wiki/मीर_अकबर_अली_खान_सिकंदर_जाह,No,No,No,No,No,No,No,No,0
