Name,Url,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Hindi Version,Other Lang count
حنیف عباسی,https://ur.wikipedia.org/wiki/حنیف_عباسی,Yes,Yes,No,No,No,No,Yes,No,3
جارج اکرلوف,https://ur.wikipedia.org/wiki/جارج_اکرلوف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,43
پراچی دیسائی,https://ur.wikipedia.org/wiki/پراچی_دیسائی,Yes,No,No,No,No,No,No,Yes,18
سامی روڈس,https://ur.wikipedia.org/wiki/سامی_روڈس,Yes,No,Yes,Yes,Yes,Yes,No,No,15
پنکج بھدوریہ,https://ur.wikipedia.org/wiki/پنکج_بھدوریہ,Yes,No,No,No,No,No,No,Yes,3
عامر حداد,https://ur.wikipedia.org/wiki/عامر_حداد,Yes,No,Yes,Yes,No,No,No,No,7
سورنبائی جینبیکوف,https://ur.wikipedia.org/wiki/سورنبائی_جینبیکوف,Yes,Yes,Yes,No,Yes,No,Yes,Yes,37
دیپا مہتا,https://ur.wikipedia.org/wiki/دیپا_مہتا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,22
بلیک اینجلکا,https://ur.wikipedia.org/wiki/بلیک_اینجلکا,Yes,Yes,Yes,Yes,Yes,No,Yes,No,18
کمبرلی کین,https://ur.wikipedia.org/wiki/کمبرلی_کین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,16
قیسی رامپوری,https://ur.wikipedia.org/wiki/قیسی_رامپوری,No,No,No,No,No,No,No,No,0
ڈیلن ریان,https://ur.wikipedia.org/wiki/ڈیلن_ریان,Yes,No,No,No,Yes,No,No,No,5
للی لابو,https://ur.wikipedia.org/wiki/للی_لابو,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14
مورگن یارک,https://ur.wikipedia.org/wiki/مورگن_یارک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,16
شکیل صدیقی,https://ur.wikipedia.org/wiki/شکیل_صدیقی,Yes,No,No,No,No,No,No,No,1
ہلال نقوی,https://ur.wikipedia.org/wiki/ہلال_نقوی,Yes,No,No,No,No,No,No,No,1
لیم لوبانی,https://ur.wikipedia.org/wiki/لیم_لوبانی,Yes,No,No,Yes,No,No,No,No,6
ملکا کپور,https://ur.wikipedia.org/wiki/ملکا_کپور,Yes,No,No,No,No,No,No,No,2
کیتھلین ون,https://ur.wikipedia.org/wiki/کیتھلین_ون,Yes,Yes,Yes,No,Yes,No,Yes,No,14
سریو (اداکارہ),https://ur.wikipedia.org/wiki/سریو_(اداکارہ),Yes,No,No,No,No,No,No,No,2
کعب بن لوی,https://ur.wikipedia.org/wiki/کعب_بن_لوی,Yes,No,No,No,No,No,No,No,4
سرگ ہروچ,https://ur.wikipedia.org/wiki/سرگ_ہروچ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,49
رچا پالود,https://ur.wikipedia.org/wiki/رچا_پالود,Yes,No,No,No,No,No,No,Yes,7
یولی یوایل ادلستین,https://ur.wikipedia.org/wiki/یولی_یوایل_ادلستین,Yes,Yes,Yes,No,No,Yes,No,No,16
ونے پاٹھک,https://ur.wikipedia.org/wiki/ونے_پاٹھک,Yes,No,No,Yes,No,No,No,Yes,10
سارہ پیلن,https://ur.wikipedia.org/wiki/سارہ_پیلن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
عبد الجبار (کینیڈا کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/عبد_الجبار_(کینیڈا_کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,No,1
محمد مناف (کرکٹر),https://ur.wikipedia.org/wiki/محمد_مناف_(کرکٹر),Yes,No,No,No,No,No,No,No,2
نیفیو ریو,https://ur.wikipedia.org/wiki/نیفیو_ریو,Yes,Yes,No,No,No,No,No,Yes,8
پونم کور,https://ur.wikipedia.org/wiki/پونم_کور,Yes,No,No,No,No,No,No,No,4
چودھری محمد سرور,https://ur.wikipedia.org/wiki/چودھری_محمد_سرور,Yes,Yes,Yes,No,No,No,No,Yes,7
جیسی راجرز,https://ur.wikipedia.org/wiki/جیسی_راجرز,Yes,No,Yes,No,Yes,No,Yes,No,15
لیزا ڈار,https://ur.wikipedia.org/wiki/لیزا_ڈار,Yes,Yes,Yes,Yes,Yes,No,Yes,No,11
مہندر سنگھ دھونی,https://ur.wikipedia.org/wiki/مہندر_سنگھ_دھونی,Yes,Yes,Yes,Yes,No,No,No,Yes,31
سٹیون کیلاہن,https://ur.wikipedia.org/wiki/سٹیون_کیلاہن,Yes,No,Yes,No,No,No,No,No,7
شیرباز خان مزاری,https://ur.wikipedia.org/wiki/شیرباز_خان_مزاری,Yes,No,No,No,No,No,No,No,1
ایکھارت ٹولی,https://ur.wikipedia.org/wiki/ایکھارت_ٹولی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33
روڈ مارش,https://ur.wikipedia.org/wiki/روڈ_مارش,Yes,No,Yes,No,No,No,No,Yes,6
فضل اکبر (کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/فضل_اکبر_(کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,No,2
حشمت اللہ لودی,https://ur.wikipedia.org/wiki/حشمت_اللہ_لودی,No,No,No,No,No,No,No,No,0
طالب ابو عرار,https://ur.wikipedia.org/wiki/طالب_ابو_عرار,Yes,Yes,No,No,No,No,No,No,5
مدھو (اداکارہ),https://ur.wikipedia.org/wiki/مدھو_(اداکارہ),Yes,No,No,No,No,No,No,Yes,7
ڈیانا راس,https://ur.wikipedia.org/wiki/ڈیانا_راس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,62
جوہی ببر,https://ur.wikipedia.org/wiki/جوہی_ببر,Yes,No,No,No,No,No,No,No,4
زرینہ وہاب,https://ur.wikipedia.org/wiki/زرینہ_وہاب,Yes,No,No,No,No,No,No,Yes,11
ای لائی راجا,https://ur.wikipedia.org/wiki/ای_لائی_راجا,Yes,No,Yes,No,Yes,No,No,Yes,18
دھنش (اداکار),https://ur.wikipedia.org/wiki/دھنش_(اداکار),Yes,Yes,Yes,No,No,No,No,Yes,23
سوما لتا,https://ur.wikipedia.org/wiki/سوما_لتا,Yes,No,No,No,No,No,No,No,6
نورسلطان نظربایف,https://ur.wikipedia.org/wiki/نورسلطان_نظربایف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83
محمد عامر (کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/محمد_عامر_(کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,Yes,9
مجاہد جمشید,https://ur.wikipedia.org/wiki/مجاہد_جمشید,Yes,No,No,No,No,No,No,No,2
لارین کوہن,https://ur.wikipedia.org/wiki/لارین_کوہن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,33
سونگ ہی کیو,https://ur.wikipedia.org/wiki/سونگ_ہی_کیو,Yes,Yes,Yes,Yes,Yes,No,Yes,No,26
لوئیس شیلی,https://ur.wikipedia.org/wiki/لوئیس_شیلی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,23
ایلن جونز,https://ur.wikipedia.org/wiki/ایلن_جونز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
شائی لو,https://ur.wikipedia.org/wiki/شائی_لو,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
ابوبکر الرازی,https://ur.wikipedia.org/wiki/ابوبکر_الرازی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,71
کرن دیسائی,https://ur.wikipedia.org/wiki/کرن_دیسائی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,42
ساجد علی,https://ur.wikipedia.org/wiki/ساجد_علی,Yes,No,No,No,No,No,No,No,2
اکریرا سوزوکی(کیمیاءدان),https://ur.wikipedia.org/wiki/اکریرا_سوزوکی(کیمیاءدان),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
پاروتی میلٹون,https://ur.wikipedia.org/wiki/پاروتی_میلٹون,Yes,No,No,No,No,No,No,No,2
روگر مائرسن,https://ur.wikipedia.org/wiki/روگر_مائرسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,46
سید بشیر احمد,https://ur.wikipedia.org/wiki/سید_بشیر_احمد,Yes,No,No,No,No,No,No,No,2
راشی کھنہ,https://ur.wikipedia.org/wiki/راشی_کھنہ,Yes,No,No,No,No,No,No,Yes,12
فرزانہ خجندی,https://ur.wikipedia.org/wiki/فرزانہ_خجندی,Yes,No,No,No,No,No,No,No,6
انصار عباسی,https://ur.wikipedia.org/wiki/انصار_عباسی,Yes,No,No,No,No,No,No,No,3
لیلیان ٹائیگر,https://ur.wikipedia.org/wiki/لیلیان_ٹائیگر,Yes,No,Yes,Yes,Yes,No,Yes,No,15
سڈنی آلٹ مین,https://ur.wikipedia.org/wiki/سڈنی_آلٹ_مین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,43
لیکسی بیلے,https://ur.wikipedia.org/wiki/لیکسی_بیلے,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28
امین میاں قادری,https://ur.wikipedia.org/wiki/امین_میاں_قادری,No,No,No,No,No,No,No,No,0
مو یان,https://ur.wikipedia.org/wiki/مو_یان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,82
حاتم بن عرفہ,https://ur.wikipedia.org/wiki/حاتم_بن_عرفہ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
بسمل شمسی,https://ur.wikipedia.org/wiki/بسمل_شمسی,No,No,No,No,No,No,No,No,0
سیمی گریوال,https://ur.wikipedia.org/wiki/سیمی_گریوال,Yes,Yes,No,No,No,No,No,Yes,13
مجتبیٰ حسین,https://ur.wikipedia.org/wiki/مجتبیٰ_حسین,Yes,No,No,No,No,No,No,No,1
پیرس ہلٹن,https://ur.wikipedia.org/wiki/پیرس_ہلٹن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,79
ایبا بوش تھور,https://ur.wikipedia.org/wiki/ایبا_بوش_تھور,Yes,Yes,Yes,No,Yes,Yes,Yes,No,15
جین ایلیٹ,https://ur.wikipedia.org/wiki/جین_ایلیٹ,Yes,Yes,No,No,No,Yes,No,No,8
مونیکا (اداکارہ),https://ur.wikipedia.org/wiki/مونیکا_(اداکارہ),Yes,No,No,No,No,No,No,No,8
جنکس میز,https://ur.wikipedia.org/wiki/جنکس_میز,Yes,Yes,Yes,Yes,Yes,No,Yes,No,21
ہارون یحییٰ,https://ur.wikipedia.org/wiki/ہارون_یحییٰ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
کرسٹن بیکر,https://ur.wikipedia.org/wiki/کرسٹن_بیکر,Yes,Yes,No,No,No,No,No,No,6
منصور امجد,https://ur.wikipedia.org/wiki/منصور_امجد,Yes,No,No,No,No,No,No,No,2
صنم بلوچ,https://ur.wikipedia.org/wiki/صنم_بلوچ,Yes,No,No,No,No,No,No,No,5
فرح ناز اصفہانی,https://ur.wikipedia.org/wiki/فرح_ناز_اصفہانی,Yes,No,No,No,No,No,No,No,5
عتیق الزماں,https://ur.wikipedia.org/wiki/عتیق_الزماں,Yes,No,No,No,No,No,No,No,2
فہیم شناس کاظمی,https://ur.wikipedia.org/wiki/فہیم_شناس_کاظمی,No,No,No,No,No,No,No,No,0
سمر ہیز,https://ur.wikipedia.org/wiki/سمر_ہیز,Yes,No,No,No,No,No,No,No,3
حکیم سید ظل الرحمن,https://ur.wikipedia.org/wiki/حکیم_سید_ظل_الرحمن,Yes,Yes,No,No,No,No,No,Yes,3
امیر حیدر خان ہوتی,https://ur.wikipedia.org/wiki/امیر_حیدر_خان_ہوتی,Yes,No,Yes,No,No,No,No,No,2
یارا شہیدی,https://ur.wikipedia.org/wiki/یارا_شہیدی,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14
شیرن سیئیلز بیلٹن,https://ur.wikipedia.org/wiki/شیرن_سیئیلز_بیلٹن,Yes,No,No,No,No,No,No,No,1
مائیکل فشر,https://ur.wikipedia.org/wiki/مائیکل_فشر,Yes,Yes,Yes,Yes,Yes,No,Yes,No,18
پریتم,https://ur.wikipedia.org/wiki/پریتم,Yes,No,No,No,Yes,No,No,Yes,12
رچرڈ کیٹلبرو,https://ur.wikipedia.org/wiki/رچرڈ_کیٹلبرو,Yes,No,No,No,No,No,No,Yes,6
عصام الحضری,https://ur.wikipedia.org/wiki/عصام_الحضری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,35
بابو معراج دین,https://ur.wikipedia.org/wiki/بابو_معراج_دین,No,No,No,No,No,No,No,No,0
عبد الرؤف اصغر,https://ur.wikipedia.org/wiki/عبد_الرؤف_اصغر,Yes,No,No,No,No,No,No,No,1
کارلو روبیا,https://ur.wikipedia.org/wiki/کارلو_روبیا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53
سدھارتھ شکلا,https://ur.wikipedia.org/wiki/سدھارتھ_شکلا,Yes,No,No,No,No,No,No,No,7
غلام رسول دہلوی,https://ur.wikipedia.org/wiki/غلام_رسول_دہلوی,No,No,No,No,No,No,No,Yes,1
ہاشم آملہ,https://ur.wikipedia.org/wiki/ہاشم_آملہ,Yes,Yes,Yes,Yes,No,No,Yes,Yes,16
ڈینئیل کہنیمن,https://ur.wikipedia.org/wiki/ڈینئیل_کہنیمن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
راشد خان,https://ur.wikipedia.org/wiki/راشد_خان,Yes,No,No,No,No,No,No,Yes,7
کیڈن کراس,https://ur.wikipedia.org/wiki/کیڈن_کراس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
مظفر شہ میری,https://ur.wikipedia.org/wiki/مظفر_شہ_میری,No,No,No,No,No,No,No,No,0
لوسیانو آکوستا,https://ur.wikipedia.org/wiki/لوسیانو_آکوستا,Yes,No,Yes,Yes,Yes,No,Yes,No,11
جویریہ عباسی,https://ur.wikipedia.org/wiki/جویریہ_عباسی,Yes,No,No,No,No,No,No,No,2
ریلی سٹیل,https://ur.wikipedia.org/wiki/ریلی_سٹیل,Yes,Yes,Yes,Yes,Yes,No,Yes,No,28
انجمن (اداکارہ),https://ur.wikipedia.org/wiki/انجمن_(اداکارہ),Yes,No,No,No,No,No,No,No,3
نازش کڈپوی,https://ur.wikipedia.org/wiki/نازش_کڈپوی,No,No,No,No,No,No,No,No,0
بیٹی ولیمز,https://ur.wikipedia.org/wiki/بیٹی_ولیمز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
جینیلیا ڈی سوزا,https://ur.wikipedia.org/wiki/جینیلیا_ڈی_سوزا,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35
حمید الدین سیالوی,https://ur.wikipedia.org/wiki/حمید_الدین_سیالوی,Yes,No,No,No,No,No,No,No,1
لیکسی لامور,https://ur.wikipedia.org/wiki/لیکسی_لامور,Yes,No,Yes,No,Yes,No,Yes,No,7
رککارڈو گیاککونی,https://ur.wikipedia.org/wiki/رککارڈو_گیاککونی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,61
کیری بیشے,https://ur.wikipedia.org/wiki/کیری_بیشے,Yes,Yes,Yes,Yes,Yes,No,No,No,17
راجہ فاروق حیدر خان,https://ur.wikipedia.org/wiki/راجہ_فاروق_حیدر_خان,Yes,No,No,No,No,No,No,No,1
سری پریا,https://ur.wikipedia.org/wiki/سری_پریا,Yes,No,No,No,No,No,No,No,6
عاصم علی قادری,https://ur.wikipedia.org/wiki/عاصم_علی_قادری,No,No,No,No,No,No,No,No,0
بریجیٹا بلگاری,https://ur.wikipedia.org/wiki/بریجیٹا_بلگاری,Yes,Yes,Yes,Yes,Yes,No,Yes,No,15
ایمی ایکر,https://ur.wikipedia.org/wiki/ایمی_ایکر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
کپل شرما,https://ur.wikipedia.org/wiki/کپل_شرما,Yes,No,No,No,Yes,No,No,Yes,13
میلانی گریفتھ,https://ur.wikipedia.org/wiki/میلانی_گریفتھ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,54
مبشر حسن,https://ur.wikipedia.org/wiki/مبشر_حسن,Yes,No,Yes,No,No,No,No,No,3
اکیہو ہوشیزاوا,https://ur.wikipedia.org/wiki/اکیہو_ہوشیزاوا,Yes,No,Yes,No,No,No,No,No,16
شیرل اسٹریڈ,https://ur.wikipedia.org/wiki/شیرل_اسٹریڈ,Yes,No,Yes,Yes,Yes,No,Yes,No,17
اجمیر سنگھ اولکھ,https://ur.wikipedia.org/wiki/اجمیر_سنگھ_اولکھ,Yes,No,No,No,No,No,No,Yes,6
شہزاد رضوی,https://ur.wikipedia.org/wiki/شہزاد_رضوی,Yes,No,No,No,No,No,No,No,1
اینا سفوروا,https://ur.wikipedia.org/wiki/اینا_سفوروا,Yes,No,No,No,No,No,No,Yes,6
باربرا کرامپٹن,https://ur.wikipedia.org/wiki/باربرا_کرامپٹن,Yes,Yes,Yes,Yes,Yes,No,No,No,15
دلیپ ونگسرکار,https://ur.wikipedia.org/wiki/دلیپ_ونگسرکار,Yes,No,No,No,No,No,No,Yes,9
پریا پرکاش وریئر,https://ur.wikipedia.org/wiki/پریا_پرکاش_وریئر,Yes,No,No,No,No,No,No,Yes,7
نانسی عجرم,https://ur.wikipedia.org/wiki/نانسی_عجرم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,49
جوزف اسٹگلیز,https://ur.wikipedia.org/wiki/جوزف_اسٹگلیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,59
جولین اسانژ,https://ur.wikipedia.org/wiki/جولین_اسانژ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,97
ایرن گرے,https://ur.wikipedia.org/wiki/ایرن_گرے,Yes,Yes,Yes,Yes,Yes,No,Yes,No,15
مترا کوریان,https://ur.wikipedia.org/wiki/مترا_کوریان,Yes,No,No,No,No,No,No,No,2
بھویہ گوڑا,https://ur.wikipedia.org/wiki/بھویہ_گوڑا,Yes,No,No,No,No,No,No,No,1
پنک (گلوکارہ),https://ur.wikipedia.org/wiki/پنک_(گلوکارہ),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,66
سہیل خان، کرکٹ کھلاڑی,https://ur.wikipedia.org/wiki/سہیل_خان،_کرکٹ_کھلاڑی,Yes,No,No,No,No,No,No,No,3
یاسمین بلیتھ,https://ur.wikipedia.org/wiki/یاسمین_بلیتھ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
سمر بیشیل,https://ur.wikipedia.org/wiki/سمر_بیشیل,Yes,Yes,No,Yes,No,Yes,Yes,No,15
جلال الدین التونسی,https://ur.wikipedia.org/wiki/جلال_الدین_التونسی,Yes,No,No,No,No,No,No,No,2
کویتا سبرامنیام,https://ur.wikipedia.org/wiki/کویتا_سبرامنیام,Yes,Yes,No,No,No,No,No,Yes,17
زینت امان,https://ur.wikipedia.org/wiki/زینت_امان,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,28
درشیل سفاری,https://ur.wikipedia.org/wiki/درشیل_سفاری,Yes,No,Yes,No,No,No,No,Yes,11
کلاوس ون کلٹزنگ,https://ur.wikipedia.org/wiki/کلاوس_ون_کلٹزنگ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
طارق ربانی,https://ur.wikipedia.org/wiki/طارق_ربانی,No,No,No,No,No,No,No,No,0
پریانکا کوٹھاری,https://ur.wikipedia.org/wiki/پریانکا_کوٹھاری,Yes,No,No,No,Yes,No,No,Yes,11
طلعت عزیز,https://ur.wikipedia.org/wiki/طلعت_عزیز,Yes,No,No,No,No,No,No,Yes,4
محمد یوسف (اسنوکر کھلاڑی),https://ur.wikipedia.org/wiki/محمد_یوسف_(اسنوکر_کھلاڑی),Yes,No,No,No,No,No,No,No,1
آرکیٹاس,https://ur.wikipedia.org/wiki/آرکیٹاس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
جسٹن ٹمبرلیک,https://ur.wikipedia.org/wiki/جسٹن_ٹمبرلیک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91
ذاکر نائیک,https://ur.wikipedia.org/wiki/ذاکر_نائیک,Yes,No,Yes,No,Yes,No,No,Yes,32
غافائیلا آنڈیغسن,https://ur.wikipedia.org/wiki/غافائیلا_آنڈیغسن,Yes,Yes,Yes,Yes,No,No,Yes,No,11
ناصر اقبال بوسال,https://ur.wikipedia.org/wiki/ناصر_اقبال_بوسال,Yes,No,No,No,No,No,No,No,1
عروہ حسین,https://ur.wikipedia.org/wiki/عروہ_حسین,Yes,No,No,No,No,No,No,No,4
سرفراز نواز,https://ur.wikipedia.org/wiki/سرفراز_نواز,Yes,No,No,No,No,No,No,No,3
حسین شاہ,https://ur.wikipedia.org/wiki/حسین_شاہ,Yes,Yes,Yes,No,No,Yes,No,No,10
ادیتی شرما,https://ur.wikipedia.org/wiki/ادیتی_شرما,Yes,No,No,No,No,No,No,Yes,7
نکی سیکس,https://ur.wikipedia.org/wiki/نکی_سیکس,Yes,No,Yes,No,Yes,No,Yes,No,6
سعید انور,https://ur.wikipedia.org/wiki/سعید_انور,Yes,No,No,No,No,No,No,Yes,6
میر حسین موسوی,https://ur.wikipedia.org/wiki/میر_حسین_موسوی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,37
وجیہ الدین احمد,https://ur.wikipedia.org/wiki/وجیہ_الدین_احمد,Yes,No,No,No,No,No,No,No,4
طافو,https://ur.wikipedia.org/wiki/طافو,Yes,No,No,No,Yes,No,No,No,2
شاہنواز فاروقی,https://ur.wikipedia.org/wiki/شاہنواز_فاروقی,No,No,No,No,No,No,No,No,0
ایلوئس، موروثی شہزادہ لیختینستائن,https://ur.wikipedia.org/wiki/ایلوئس،_موروثی_شہزادہ_لیختینستائن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31
جاندی لین,https://ur.wikipedia.org/wiki/جاندی_لین,Yes,No,Yes,No,Yes,No,Yes,No,8
مونا سنگھ,https://ur.wikipedia.org/wiki/مونا_سنگھ,Yes,No,No,No,No,No,No,Yes,9
ٹھاکر انوپ سنگھ,https://ur.wikipedia.org/wiki/ٹھاکر_انوپ_سنگھ,Yes,No,No,No,No,No,Yes,No,3
اینڈریا مارٹن,https://ur.wikipedia.org/wiki/اینڈریا_مارٹن,Yes,Yes,Yes,Yes,Yes,No,No,No,17
سمبل اقبال,https://ur.wikipedia.org/wiki/سمبل_اقبال,Yes,No,No,No,No,No,No,No,1
مشہور بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/مشہور_بن_عبدالعزیز_آل_سعود,Yes,No,No,Yes,No,No,No,No,4
انور سجاد,https://ur.wikipedia.org/wiki/انور_سجاد,No,No,No,No,No,No,No,No,0
مدھومیتا,https://ur.wikipedia.org/wiki/مدھومیتا,Yes,No,No,No,No,No,No,No,3
ہیلری کلنٹن,https://ur.wikipedia.org/wiki/ہیلری_کلنٹن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,129
ودیا بالن,https://ur.wikipedia.org/wiki/ودیا_بالن,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,36
پینی مارشل,https://ur.wikipedia.org/wiki/پینی_مارشل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
چندا کوچر,https://ur.wikipedia.org/wiki/چندا_کوچر,Yes,Yes,Yes,No,No,No,No,Yes,13
انجینیٹ استوریا,https://ur.wikipedia.org/wiki/انجینیٹ_استوریا,Yes,No,Yes,No,Yes,No,No,No,4
راکھی گلزار,https://ur.wikipedia.org/wiki/راکھی_گلزار,Yes,No,Yes,No,No,No,No,Yes,18
کلکی کوچھیلن,https://ur.wikipedia.org/wiki/کلکی_کوچھیلن,Yes,Yes,Yes,No,Yes,No,Yes,Yes,23
جیسکا سویٹ,https://ur.wikipedia.org/wiki/جیسکا_سویٹ,Yes,No,No,Yes,Yes,No,No,No,6
ایمی فشر,https://ur.wikipedia.org/wiki/ایمی_فشر,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
لیکسی لو,https://ur.wikipedia.org/wiki/لیکسی_لو,Yes,No,Yes,No,Yes,No,No,No,10
سلیم جعفر,https://ur.wikipedia.org/wiki/سلیم_جعفر,Yes,No,No,No,No,No,No,No,2
کومل رضوی,https://ur.wikipedia.org/wiki/کومل_رضوی,Yes,No,No,No,No,No,No,No,3
کیرول چینینگ,https://ur.wikipedia.org/wiki/کیرول_چینینگ,Yes,Yes,Yes,Yes,Yes,Yes,No,No,33
جوڈی منکس,https://ur.wikipedia.org/wiki/جوڈی_منکس,Yes,No,Yes,No,Yes,No,No,No,7
عبدالستار گبول,https://ur.wikipedia.org/wiki/عبدالستار_گبول,No,No,No,No,No,No,No,No,0
رستم میرلاشاری,https://ur.wikipedia.org/wiki/رستم_میرلاشاری,Yes,No,No,No,No,No,No,No,2
پیٹر ڈائمنڈ,https://ur.wikipedia.org/wiki/پیٹر_ڈائمنڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
مرانڈا کوسگوو,https://ur.wikipedia.org/wiki/مرانڈا_کوسگوو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,58
ایڈمنڈ فیلپس,https://ur.wikipedia.org/wiki/ایڈمنڈ_فیلپس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,47
شرجیل خان,https://ur.wikipedia.org/wiki/شرجیل_خان,Yes,No,No,No,No,No,No,Yes,6
سامی خضیرہ,https://ur.wikipedia.org/wiki/سامی_خضیرہ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,65
بھیروی گوسوامی,https://ur.wikipedia.org/wiki/بھیروی_گوسوامی,Yes,No,No,No,No,No,No,No,2
راجش اگروال,https://ur.wikipedia.org/wiki/راجش_اگروال,Yes,No,No,No,No,No,No,No,1
ایما واٹسن,https://ur.wikipedia.org/wiki/ایما_واٹسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,97
مسٹی ڈان,https://ur.wikipedia.org/wiki/مسٹی_ڈان,Yes,No,Yes,No,Yes,No,No,No,6
برٹانی ڈینیل,https://ur.wikipedia.org/wiki/برٹانی_ڈینیل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20
نجم الغنی رام پوری,https://ur.wikipedia.org/wiki/نجم_الغنی_رام_پوری,No,No,No,No,No,No,No,No,0
محمد بن نایف,https://ur.wikipedia.org/wiki/محمد_بن_نایف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
دیاہان کیرول,https://ur.wikipedia.org/wiki/دیاہان_کیرول,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26
کونکنا سین شرما,https://ur.wikipedia.org/wiki/کونکنا_سین_شرما,Yes,Yes,Yes,Yes,Yes,No,No,Yes,22
جواین ووڈورڈ,https://ur.wikipedia.org/wiki/جواین_ووڈورڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,55
صفدر توکلی,https://ur.wikipedia.org/wiki/صفدر_توکلی,Yes,No,No,No,No,No,No,No,2
محمد ظفر اقبال جلالی,https://ur.wikipedia.org/wiki/محمد_ظفر_اقبال_جلالی,No,No,No,No,No,No,No,No,0
وحید کوثر,https://ur.wikipedia.org/wiki/وحید_کوثر,No,No,No,No,No,No,No,No,0
عطا الرحمان,https://ur.wikipedia.org/wiki/عطا_الرحمان,Yes,No,No,No,No,No,No,No,2
کارمین ہارٹ,https://ur.wikipedia.org/wiki/کارمین_ہارٹ,Yes,Yes,Yes,No,Yes,No,Yes,No,14
ڈینس للی,https://ur.wikipedia.org/wiki/ڈینس_للی,Yes,Yes,Yes,No,No,No,No,Yes,9
لاہور لائینز,https://ur.wikipedia.org/wiki/لاہور_لائینز,Yes,No,No,No,No,No,No,No,2
